Title	Content	Category	NewsType
"Mariah Carey looking for performance takers after Aspen getaway with twins, boyfriend Bryan Tanaka"	"It may not be too late to book Christmas queen Mariah Carey for your holiday party! The diva’s team has been seeking private parties for Carey to play, and recently sent out an email blast alerting p.r. pros and brands that Carey is “Available for Corporate & Private Events.” The blast also boasts, “New Album ‘Caution’ Out Now!!” and “Over 200 Million Albums Sold.” The alert goes on to explain (for anyone who wasn’t aware?) that “Mariah Carey is the best-selling female artist of all time with more than 200 million albums sold to date and 18 Billboard Hot 100 #1 singles (17 self-penned), more than any solo artist in history.” And that “Mariah’s ongoing impact has transcended the music industry to leave an indelible imprint upon the world at large.” Plus (oddly), “She made her entry into the world of independent film with her landmark performance in ‘WiseGirls’ starring alongside Academy Award winner Mira Sorvino and Melora Walters.” The one thing the alert doesn’t come with is a price for booking the “All I Want for Christmas Is You” chanteuse. Carey was spotted vacationing in Aspen, Colo., last week with boyfriend Bryan Tanaka and her twins, Monroe and Moroccan. The diva was seen hitting the slopes, as well as luxury stores, including Dolce & Gabbana. Either way, she’s already booked for New Year’s Eve: She’ll play Nikki Beach in St. Barths after her Times Square appearances the last couple years. Her St. Barths show marks Nikki Beach’s first New Year’s Eve party since the island paradise was slammed by Hurricane Irma, and Carey’s playing as part of the resort’s “Surrealism Ball.” In 2016, she played “Dick Clark’s New Year’s Rockin’ Eve” with disastrous results — when she was caught up in a lip-syncing controversy and stopped singing, then blamed the production by claiming ear monitors weren’t working. Carey heads out on her “Caution” tour Feb. 27, and plays Radio City Music Hall on March 25. A rep did not get back to us. This article originally appeared in Page Six."	nonTerrorism	Entertainment
Taylor Swift concert intruder arrested in San Diego murder	" A California man who jumped on stage at a Taylor Swift concert in 2015 has been accused of beating a man to death earlier this month in San Diego. Christian Ewing, 29, initially was arrested Dec. 21 on a parole violation, police said. He was re-arrested Monday on suspicion of the murder of 57-year-old Gregory Freeman. Investigators said Freeman was attacked Dec. 5 in the city's Midway area and beaten with an object. Freeman died three days later. It was not immediately clear how detectives connected Ewing to the attack on Freeman. CLICK HERE TO GET THE FOX NEWS APP Ewing sneaked into Swift's Aug 29, 2015 concert at San Diego's Petco Park and ran onto the stage while the ""Bad Blood"" singer was performing. He was tackled by security guards, one of whom suffered a broken rib. A San Diego police officer later testified that Ewing told authorities: ""I love that girl"" when asked why he rushed onstage. In March 2017, Ewing pleaded guilty to assault and violently resisting an officer in the performance of his duties and received two years' probation. At the time, San Diego County Deputy District Attorney Jessica Coto noted that Ewing had been arrested several times in multiple states, had an active warrant for a theft-related offense out of Florida and had a felony conviction for transporting drugs from out of state. The Associated Press contributed to this report. Click for more from Fox 5 San Diego."	nonTerrorism	Entertainment
"NYPD, LAPD exchange 'Die Hard' Christmas greetings"	"The seemingly eternal debate over 1980s action film “Die Hard” and its merits as a Christmas movie ensnared both the New York and Los Angeles police departments Monday. “On this Christmas Eve, we’d like to acknowledge our partners at @LAPDHQ who have been working with us to protect Christmas since Hans Gruber’s 1988 attack on Nakatomi Plaza,” New York police tweeted. They concluded their post with a hashtag declaring “YesItsAChristmasMovie.” It didn't take long for police on the West Coast to reply. CLICK HERE TO GET THE FOX NEWS APP ""On this Christmas Eve, we too would like to acknowledge our partners at @NYPDnews for their continued partnership-they’ll always be more than welcome to follow in McClane’s footsteps & come to the (better) coast & have a party. Yippie Ki Yay & ho ho ho,"" the department tweeted alongside the same hashtag. The 1988 movie, starring Bruce Willis as NYPD Detective John McClane, has sparked conversations about whether the Christmas Eve-set film qualifies for the holiday genre. In the film, McClane visits his wife at a holiday party at a business where she works in Los Angeles. The festivities are soon cut short, however, when a group of terrorists, led by Alan Rickman’s Hans Gruber, takes command of the high-rise building. McClane is then forced to save hostages and take revenge on the terrorists. The film earned positive reviews and spawned multiple sequels. A sixth entry in the series is currently in the works."	nonTerrorism	Entertainment
 Billy Porter slams Kevin Hart for refusing to apologize for homophobic jokes	"""American Horror Story"" and ""Pose"" star Billy Porter had harsh words when asked about Kevin Hart stepping down from hosting the Oscars due to backlash over his alleged homophobic past material — and Hart's refusal to apologize for his past jokes. Hart's controversial material included bits about hoping his son doesn't grow up to be gay, as well as old tweets using homophobic slurs. When the Academy reportedly requested he apologize for the remarks, he opted out, saying in an Instagram video, ""I chose to pass. The reason I passed because I've addressed this several times. I've said where the rights and wrongs were. I've who I am now versus who I was then."" ""People think that words don't matter. I'm going to get into this Kevin Hart thing for just a second. Because it's not about you having a joke. That's not what it’s about,"" Porter, 49, fumed to Consequence of Sound. ""I've seen people and I've heard people who are not homophobic who do gay jokes. And you can tell that they're not homophobic."" CLICK HERE TO GET THE FOX NEWS APP Porter explained that other comedians can use homosexual themes in their material without being homophobic. ""I think Mo'Nique, a long time ago, she did a joke about butt sex. It was a whole thing about butt sex and 'the gays,' you know. And the punchline was something like, 'Yeah, but don't knock it till you try it!' And then we must stop the person who we know is using a joke, but she's not a homophobic person,"" he said. ""She's not saying, 'If I come home and my four-year-old son is playing with a baby doll house, I’m gonna break it over his head and tell him it's gay.' That crosses a line,"" he continued. ""Because that allows your fans to think that [you can] hit somebody because you don't like them. You don't like their sexuality, 'so I can bash you in the head.' We're not doing that anymore."" Porter said that part of what made his series ""Pose"" successful was the empowerment it provided to the LGBTQ community, especially in light of the conservative administration. ""It's march-into-the-streets time! We have an administration that thinks that it can, with a sentence, erase a whole group of people. And we're not going to do anything about it? Transgender people don’t exist? F—k that,"" he said. ""I say to Kevin Hart, and I say to D.L. Hughley, I say to those people who think that they don't need to apologize for s—t and dig their heels in their toxic masculinity: But you want your rights! You want people to stop shooting your children in the back? But yet still, you turn around and oppress other people the same way you're being oppressed. F—k that. F— you. We're done."""	nonTerrorism	Entertainment
Kevin Spacey shares 'House of Cards'-inspired video as authorities announce he faces felony sex assault charge	" Kevin Spacey shared a bizarre video of himself Monday as his Frank Underwood character from Netflix's ""House of Cards"" after authorities announced he faces a felony charge for allegedly sexually assaulting the teenage son of former WCVB news anchor Heather Unruh at a Nantucket bar in July 2016. The Boston Globe was the first to report that Cape and Islands District Attorney Michael O'Keefe said the actor will be arraigned on a charge of indecent assault and battery on Jan. 7, 2019, at Nantucket District Court. A lawyer for Spacey did not immediately return Fox News' request for comment. However, as the news broke, the actor shared a video of himself on YouTube titled, ""Let Me Be Frank."" CLICK HERE TO GET THE FOX NEWS APP ""I know what you want,"" Spacey says as Underwood in the video. ""Oh sure, they may have tried to separate us, but what we have is too strong, it's too powerful and after all, we shared everything, you and I. I told you my deepest, darkest secrets. I showed you exactly what people are capable of. I shocked you with my honesty, but mostly I challenged you and made you think. And you trusted me even though you knew you shouldn't. So we're not done, no matter what anyone says. And besides, I know what you want: You want me back."" Spacey's call to ""let me be Frank"" is seemingly in reference to Netflix firing him from the political drama after he was accused of sexual assault last year. Later in the video, the actor, still as Underwood, appears to reference his character's untimely death in the series saying, ""All this presumption made for such an unsatisfying ending and to think it could have been such a memorable send-off."" The 59-year-old actor also asks his listeners to refrain from rushing to judgment without evidence or facts because ""you're smarter than that ... Because I can promise you this, if I didn't pay the price for the things we both know I did do, I'm certainly not going to pay the price for the things I didn't do."" Spacey then acknowledges people will call him out for ""being disrespectful"" for ""not playing by the rules,"" but points out that he ""never did"" and ""you loved it."" ""Despite all the poppycock, the animosity, the headlines the impeachment without a trial, despite everything, despite even my own death, I feel surprisingly good and my confidence grows each day that soon enough you will know the full truth."" Spacey then pauses and references a spoiler from Season 6 of ""House of Cards,"" in which Underwood's ring reappears later in the season despite it allegedly being buried with him. ""Now that I think of it, you never actually saw me die did you?"" he asks after a long pause. He then puts on the ring from the show and concludes the three-minute video saying, ""Conclusions can be so deceiving. Miss me?"" The charge comes after Unruh alleged last year that Spacey groped her son in July 2016. According to her story, her son was 18 when he finished his shift as a busboy at a bar Spacey was at in Nantucket. He told the actor that he was of legal drinking age and Spacey reportedly bought him many drinks. When he was intoxicated, Spacey allegedly reached into the man's pants and grabbed his genitals without consent. A stranger approached her son, who is now a sophomore in college, to tell him to run, which he did. The family then filed a police report as the incident falls within the Massachusetts statute of limitations for this kind of crime. Spacey has been accused of sexual misconduct by nearly a dozen men as well at London’s Old Vic theater, where he served as artistic director from 2004 to 2015. An internal investigation into the theater allegedly found 20 counts of sexual misconduct by Spacey. ""Rent"" actor Anthony Rapp was the first to accuse the actor, alleging in October 2017 that Spacey made a sexual advance toward him when he was 14. Rapp told Buzzfeed News at the time that in 1986, Spacey, a fellow Broadway actor, invited Rapp to his apartment for a party. Later in the evening, Spacey, then 26, allegedly ""picked Rapp up, placed him on his bed, and climbed on top of him, making a sexual advance,"" according to the report. ""He was trying to seduce me,"" Rapp recalled. ""I don't know if I would have used that language. But I was aware that he was trying to get with me sexually."" Spacey released a statement on his Twitter after Rapp's accusations were made public, saying he has ""a lot of respect and admiration for Anthony Rapp as an actor"" and said he doesn't remember the encounter. The Associated Press contributed to this report."	nonTerrorism	Entertainment
 Heidi Klum engaged to Tokio Hotel rocker Tom Kaulitz	"It's a merry Christmas indeed for Heidi Klum and Tom Kaulitz, who announced their engagement on Monday. The couple have been dating since March. Klum, 45, posted the happy news on Twitter, captioning a photo of her beaming new fiance's face — and her massive rock — ""I SAID YES."" CLICK HERE TO GET THE FOX NEWS APP Klum previously gushed of her 29-year-old beau to People, ""He is the kindest, sweetest, most caring, loving person. I feel so lucky. I don't know the last time I was this happy in my life. He is absolutely wonderful. Maybe it is because he is German and we understand each other in a different way. But so far so good."" It will be the third marriage for the ""America's Got Talent"" judge, who was married to Ric Pipino from 1997 to 2002, then to singer Seal from 2005 to 2014. Kaulitz was previously married to businesswoman Ria Sommerfield from 2015 until August of this year, when The Blast reported that they finally finalized their divorce — after separating way back in 2016."	nonTerrorism	Entertainment
 See teenage Meghan Markle belt out 'Santa Baby' at high school Christmas show	" Before she was the Duchess of Sussex spending Christmas at Sandringham with the Queen, she was a ""Suits"" star. Before ""Suits,"" Meghan Markle sang ""Santa Baby"" at her high school Christmas show. Footage recently unearthed by The Daily Mail shows Markle mugging for the camera while singing the cheeky Christmas classic with her pal, Natalie Garcia Fryman, who would also go on to become an actress on shows like ""Lost"" and ""Hawaii Five-O."" The footage was from the December 1998 Immaculate Heart High School Christmas show in Markle's hometown of Los Angeles. CLICK HERE TO GET THE FOX NEWS APP Markle, now 37, was a senior in high school at the time. An audience member told The Daily Mail, ""After being a bit of an awkward teen, by this point Meghan has blossomed into an attractive young woman and this show that she was really relishing it. The performance went down really well. The lyrics are quite amusing to think about now."" Those lyrics, of course, include requests for diamonds and a convertible, as well as other pricey presents — all of which she's now acquired courtesy of her royal status (and, by extension, British taxpayers)."	nonTerrorism	Entertainment
 Ex Disney Channel actor Stoney Westmoreland charged with six felony counts for allegedly trying to lure minor for sex	"Actor Stoney Westmoreland, who starred on Disney Channel series ""Andi Mack,"" has been charged with six felony counts after authorities said he tried to have sex with a 13-year-old boy. Prosecutors say the 48-year-old actor was on the dating app Grindr when he found a profile operated by a police detective in Salt Lake City, near the location of the show ""Andi Mack."" A message left with Westmoreland's agent, Mitchell Stubbs, was not immediately returned. Charging documents say Westmoreland was arrested Dec. 13 after he took a car to meet the boy so they could go back to his hotel room. Westmoreland has been dropped from his role as the grandfather of the teenage title character in the Disney show. A Disney Channel spokesperson told Fox News at the time of Westmoreland's arrest: ""Given the nature of the charges and our responsibility for the welfare of employed minors, we have released him from his recurring role and he will not be returning to work on the series which wraps production on its third season next week."" The Associated Press contributed to this report."	nonTerrorism	Entertainment
Nick Cannon visits Chicago prison for Christmas before celebrating with Mariah Carey and kids	"Nick Cannon visited inmates at a Chicago prison for Christmas before celebrating with his children. ""Inside with my guys Today! Cook County! In Chicago Trying to bring a few smiles for the holidays,"" Cannon, 38, wrote on Instagram over the weekend. ""Don't forget about our family locked down in the system #Solid."" In addition to visiting prisoners, the ""Wildin' Out"" host also stopped to see family members of those whose lives were lost to violence in his hometown. He told Wendy Williams earlier this month that he'd spend Dec. 23 deliver gifts to an orphanage in Haiti before flying to see his children — 7-year-old twins Monroe and Moroccan, who he shares with ex-wife Mariah Carey, and one-year-old Golden, his son with ex-girlfriend Brittany Bell. Carey and the twins, affectionately dubbed Dem Babies, will celebrate in Aspen, Colo., while Bell will be in Los Angeles with Golden. Early Christmas Eve, an understandably exhausted Cannon posted a selfie with daughter Monroe in Aspen with the caption, ""When your daughter catches the rare occasion of you sleeping! 'Daddy, I thought you don't ever sleep?' #MissMonroe."""	nonTerrorism	Entertainment
"Photo of Miley Cyrus, Liam Hemsworth cutting apparent wedding cake sparks marriage rumors"	"The longtime couple sparked marriage rumors after a photo of them seemingly cutting a wedding cake was shared on Instagram. Cyrus pal Conrad Carr shared a photo of the couple on his Instagram Story that set off the rumor mill. In the image, the pop star is wearing an off-the-shoulder ivory gown while her Australian fiance, Hemsworth, is wearing a black suit and holding a knife with Cyrus' hand on top of his. Standing just before them is a two-tier ivory cake with flower details as well as Cyrus' mom, Tish, who is dressed down in a black shirt and jeans. In another snap shared by Carr, pink balloons that spell out ""Mr. and Mrs."" are hanging on the wall. Reps for Cyrus and Hemsworth did not return Fox News' request for comment. The photo comes weeks after Cyrus, 26, called Hemsworth, 28, her ""survival partner."" ""So actually, Liam, I’ve never loved him more for this,"" Cyrus told Howard Stern on his radio show before the host cut in and asked her, ""This is your boyfriend? Fiancé?"" ""Yeah, kind of-ish,"" Cyrus replied. ""My partner, I call him my survival partner now."" The singer admitted that Hemsworth does not think the term is romantic but she has ""learned that it is"" especially after the pair lost their home in the Malibu wildfires. ""That is why you pair up with someone, for survival, and he was so incredible,"" she said. ""He got all the animals out in his truck. He put two pigs in crates, which, I can tell you, is so hard."" Hemsworth and Cyrus met on the set of the 2010 film ""The Last Song"" and became engaged in 2012 only to end their relationship in September 2013. They rekindled their romance in 2015."	nonTerrorism	Entertainment
 Cindy Crawford and Rande Gerber pay off layaway bills at Walmart in Compton: report	" Proving she's just as beautiful inside as she is outside, Cindy Crawford and husband Rande Gerber brought the Christmas spirit to a Compton, Calif., Walmart. The former supermodel and the Casamigos Tequila founder paid off layaway bills for customers, Page Six reports. A source claimed that Crawford, 52, and Gerber, 56, were ""inspired by Kid Rock and Tyler Perry's generosity ... hundreds of families will have very happy children this Christmas thanks to the Gerber family."" The amount was not disclosed. In early December, Kid Rock paid off $81,000 worth of layaway bills at a Nashville, Tenn., Walmart after Tyler Perry paid off more than $430,000 worth of layaway items at an Atlanta Walmart store. Non-celebrities have gotten in on the generous trend as well. An anonymous man in Vermont paid off all the layaway bills at his local Walmart, and lucky shoppers in Colorado, New York and New Jersey have also gotten help from layaway Santas this holiday seasons."	nonTerrorism	Entertainment
Kardashians release Christmas card after declaring tradition dead	" The Kardashian clan put together a ""last minute"" Christmas card after declaring their longstanding tradition was dead. ""This year we waited until the last minute to do a card,"" Kim Kardashian captured the card on Instagram. The card features sister Kim, Kourtney Kardashian, Khloe Kardashian and Kylie Jenner with their eight children and brother Rob Kardashian's daughter, Dream. It's not surprising that Rob was omitted from the card as he has rarely been seen in public for the past few years. However, noticeably missing was matriarch Kris Jenner and sister Kendall Jenner, who is the only member of the reality star family to not have a child. Kim explained their absence writing, ""Schedules [were] changing, my husband was in and out of town...Kendall and my mom rushed to a meeting after this shoot so this is what we have! As many of us as possible!"" She added, ""From our family to yours Merry Christmas."" In the photo, Kim is holding her three children with Kanye West -- daughter North, son Saint and daughter Chicago. Kylie Jenner is holding her daughter, Stormi, with boyfriend Travis Scott while sitting with Khloe is her daughter True with boyfriend Tristan Thompson. Kourtney is also holding her daughter Penelope and son Reign (with ex-boyfriend Scott Disick) while her eldest son Mason holds Rob's daughter, Dream with ex Blac Chyna. Earlier this month, Kim said the family would not be releasing a Christmas card. “I have to say, thanks to last year’s Christmas card, that really did just f–k us over,” said the mom of three. “That was so dramatic. Kris Jenner has given up. She’s just like, ‘I don’t have the energy to wrangle all my kids anymore and their kids.’”"	nonTerrorism	Entertainment
 Michael Weatherly took Jessica Alba's virginity when she was a teen	" Before actress Eliza Dushku won a $9.5 million settlement from CBS over harassment by the network's ""Bull"" star Michael Weatherly, he dated Jessica Alba when she was just a teen, and took her virginity. Alba, then 18, and Weatherly, who was 30 at the time, dated for a few years after they met on the set of Fox's ""Dark Angel"" in 2000. He proposed on her 20th birthday — despite their nearly 13-year age gap, and her born-again Christian parents' disapproval. She later told Cosmo, ""Relationships can be tough . . . I've only had two boyfriends. In the first one, with Michael [Weatherly], I didn't have a voice yet, and he was so much older . . . I was so young, 18, when I started dating him. I was a virgin. I knew I wanted to be in love with the first person I slept with, because for almost everyone I knew, the first experience made them feel like s–t . . . I wanted to be careful that he was going to be in love with me, and wasn't just going to leave me."" They split in 2003, and Alba got her first tattoo. She later told Stephen Colbert, ""He was really anti-tattoos, and I felt like after I broke up with him, I, like, found myself again."" The ""Fantastic Four"" star is now happily married to Cash Warren, with whom she has three children. It was just revealed that Weatherly, 50, a regular on CBS's primetime lineup for 15 years, made sexually inappropriate comments to Dushku, 37, on the 2017 set of ""Bull,"" including a rape joke and a comment about a threesome. She was fired when she complained, and later won a settlement from CBS. Weatherly, who wed Bojana Jankovic in 2009, said the comments were ""jokes mocking some lines in the script . . . what I said was both not funny and not appropriate, and I am sorry."" But Dushku added in an op-ed this week, ""It is easy to see how uncomfortable, speechless and frozen he made me feel. For Weatherly's part, it looks like a deeply insecure power play, about a need to dominate and demean . . . What is hardest to share, is the way he made me feel for 10 to 12 hours per day for weeks . . . I was made to feel dread nearly all the time I was in his presence."" This article originally appeared on Page Six."	nonTerrorism	Entertainment
Below Deck' star Ross Inia arrested for disorderly intoxication and battery	" ""Below Deck"" star Ross Inia was arrested Saturday in West Palm Beach, Fla., for disorderly intoxication and battery. The star of the Bravo reality show had been with his co-star Joao Franco, and the two were posting videos on Instagram in the hours leading up to his arrest. The Instagram stories have since been deleted, but they included videos of them drinking at a local bar. The saga continued with updates of the evening including one where Franco said ""Ross is in jail…and we've been looking for him four hours and counting."" 'QUEER AS FOLK' REBOOT IN THE WORKS AT BRAVO He gave an update later in the evening saying, ""We've been told we cannot find Ross – apparently it's going to take between five to ten hours just to process him."" Inia posted $15,500 bond and was released Saturday afternoon. No additional details have been released in regards to Inia's arrest. A New Zealand native, Inia is a deckhand on the popular Bravo show ""Below Deck,"" which chronicles the lives of yacht workers in exotic locales. The show is currently in its sixth season, which debuted in October."	nonTerrorism	Entertainment
Cardi B gives explicit defense on why she was spotted with ex Offset	"Rapper Cardi B defended herself over the weekend after she was spotted in Puerto Rico with her estranged husband Offset two weeks after announcing the pair had broken up. Cardi B assured fans in an explicit Instagram Live video that she and one-third of Migos weren’t back together, and gave a candid reason why she enjoyed spending time with him. “I just had to f—k,” the 26-year-old “I Like it” rapper said, according to People. CLICK HERE TO GET THE FOX NEWS APP The pair were spotted together on a jet ski in Puerto Rico last week. Offset was reportedly supporting Cardi B while she was set to perform on the island. Earlier this month, Cardi B announced that she and Offset split up. “I’ve been trying to work things out with my baby’s father for a hot minute now. We’re really good friends and we’re really good business partners … but things just having been working out between us for a long time,” she said in an Instagram video. “And it’s nobody’s fault, I guess we just grew out of love, but we’re not together anymore,” adding “It might take time to get a divorce.”"	nonTerrorism	Entertainment
 Drew Barrymore shows off incredible 25-pound weight loss	"Drew Barrymore is getting candid about the challenges in her real life, including getting fit and healthy. The actress took to Instagram on Thursday to share some before-and-after snapshots, showcasing her impressive 25-pound weight loss, which she achieved through a lot of hard work, healthy eating and exercise. ""When I look at Instagram, I am made to think I should be at my best self. But most days, I lack consistency due to real life,"" the 43-year-old actress and mother of two wrote. ""Solution: with the right people … we can make our goals a reality."" DREW BARRYMORE REFLECTS ON DIVORCE FROM WILL KOPELMAN: 'IT'S NOT ALWAYS EASY' ""Here is me in a before pose and then 25 pounds later in the same place,"" Barrymore added, referring to a photo of herself in a white shirt and tights, followed by a snapshot of herself looking remarkably more svelte while hugging her trainer, Marnie Alton. ""You can tell my face is so much thinner!"" Barrymore admits that getting in shape takes ""so much work,"" including making healthy meal and exercise choices and ""fighting like a lion"" to reach her goals. ""Damn you genetics! And yet thank you for all the good stuff. I love where I come from (JOHN ETHEL LIONEL), and whatever package it comes in"" she added, referring to her famous Hollywood lineage. ""I just know that I have the control to be what I want. Even if it is hard AF!"" Barrymore went on to praise Alton for being someone she can turn to when she feels she needs advice, and thanked the professional trainer for helping her lose the weight and transform her health in only three months. DREW BARRYMORE POSTS PHOTO OF HERSELF CRYING: 'SOME DAYS ARE DIFFICULT' The inspirational post comes amid a slew of candid, honest messages the actress has been posting in recent days, giving her fans and followers a deeper insight into her personal life. Shortly after posting about her impressive weight loss, Barrymore also opened up about her divorce from ex-husband Will Kopelman. ""Once upon a time... I remember reading an article that said I had gotten my happy ending after all,"" Barrymore wrote on Instagram on Friday. ""Looking at this picture, it sure looks that way. And then, like many times in life for all of us, our plans change and our dreams are adjusted."" ""But that doesn’t mean that every second wasn’t worth it. And if that DeLorean time machine pulled up every day, I would do it all over again,"" she continued. ""After all, I did get my dream. 2 healthy girls. Will and I continue to marvel at what we made and try to be the best co parents we can be. It’s not always easy and the point is...nothing in life is. But it doesn’t mean that any bitter outweighs the sweet!"" Barrymore and Kopelman, who share two daughters — Olive, 6, and Frankie, 4 — called it quits in September 2016. Since then, she's dedicated most of her attention to her kids and her career, both as an actress and a beauty mogul, but makes occasional time for dating. DREW BARRYMORE OPENS UP ABOUT PAST COCAINE USE: 'IT SEEMS LIKE MY WORST NIGHTMARE NOW' ""I got off [dating apps]. It was fun to try though,"" Barrymore told ET in July, adding that she's always wanted to experience a blind date. ""I've been working out there in the public since I was young so that myth of the blind date eluded me and I always wanted to do it so that was like a dating app for me,"" Barrymore explained. ""But then it's not blind on my side so it just, I don't know, doesn't work."""	nonTerrorism	Entertainment
Miley Cyrus reached out to Ariana Grande after Pete Davidson split	"Miley Cyrus revealed earlier this month she reached out to Ariana Grande after the ""thank u, next"" singer's split from then-fiance Pete Davidson. Cyrus appeared on ""The Howard Stern Show"" on Dec. 12 and told the host she wrote Grande after the pop star and the comedian broke off their brief engagement. ""I'm an emoji person, so I just sent a bunch of hearts and the little cat with the heart eyes,"" Cyrus told Howard Stern. CLICK HERE TO GET THE FOX NEWS APP ""I literally think I sent the cat with the heart eyes. I thought it was slightly, maybe even kind of making her feel good, like maybe I was hitting on her a little bit."" Grande replied to Cyrus with a cloud emoji. Cyrus said, ""It all said everything."" ""I think she was saying, 'I'm okay, and I'm here. … Thank you for thinking of me.' That's what I think it meant,” she said during the interview. Cyrus and Grande's friendship goes back a few years. The two performed a cover of ""Don't Dream It's Over"" in 2015, according to People. Cyrus also appeared at the Manchester concert attack benefit concert."	nonTerrorism	Entertainment
Meghan Markle urged to 'end the rift' with her father in Christmas card from half-sister	" Meghan Markle's half-sister reportedly sent the Duchess of Sussex a Christmas card urging her to ""end the rift"" with their father. Samantha Markle asked her half-sister to make contact with their father, Thomas Markle, in order to bring about joy in him during the last few years of his life, The Mirror reported. Thomas Markle has been suffering from heart trouble and reportedly fears he might not make it to next Christmas. ""This is not meant to be formal. The holidays are a time for family and are sentimental. As you know, dad has been trying to contact you and is very hurt because you are avoiding him,"" the card reads, according to The Mirror. CLICK HERE TO GET THE FOX NEWS APP ""Life is short and you know dad is wonderful. Please give him joy in his last years by showing that you love him. The time is NOW. Please think about this."" Samantha, 54, also told The Mirror her father could die before next Christmas and fears her half-sister could live to regret not repairing her relationship with her father before he dies. ""I think Meg would harbor a lot of regret if this were his last Christmas alive and she didn't reach out and make things right,"" she told the UK tabloid. ""There is not another day or week guaranteed, so Meg needs to act quickly. The clock is ticking."" The drama between Meghan and her father came to light in the days leading up to her marriage to Prince Harry. Thomas Markle vowed to be at the wedding despite controversy over staged photographs and his health issues. He ended up not attending the wedding and was forced to deny rumors he had asked for money from Meghan days before her wedding. Thomas had also been in the British tabloids, saying his daughter wasn’t happy after joining the royal family. He also told The Mail on Sunday earlier this month he had made ""dozens"" of attempts to contact Meghan via texts and letters and received no response. Meghan Markle hasn’t commented on the rift with her father."	nonTerrorism	Entertainment
